"Landscape","Transect","Plot.ID","Tree.ID","Scientific.Name","Taxon.Rank","Class","DBH","TT"
"SimForest","T03","T03_P4","T03_P4_1","Ficus benjamina","Species","C",13,13
"SimForest","T03","T03_P2","T03_P2_2","Ficus benjamina","Species","C",13.9,13.9
"SimForest","T03","T03_P3","T03_P3_3","Ficus benjamina","Species","C",7.7,9.7
"SimForest","T03","T03_P4","T03_P4_4","Ficus benjamina","Species","B",25.5,19.7
"SimForest","T03","T03_P1","T03_P1_5","Ficus benjamina","Species","C",7,9.1
"SimForest","T03","T03_P4","T03_P4_1","Ficus variegata","Species","C",9.8,10.1
"SimForest","T03","T03_P1","T03_P1_1","Artocarpus elasticus","Species","A",40,27.9
"SimForest","T03","T03_P3","T03_P3_1","Durio zibethinus","Species","C",9.7,10.2
"SimForest","T03","T03_P4","T03_P4_1","Koompassia excelsa","Species","C",12.6,12.1
"SimForest","T03","T03_P5","T03_P5_1","Dyera costulata","Species","C",12.6,13.2
"SimForest","T03","T03_P2","T03_P2_1","Palaquium rostratum","Species","C",11.9,12
"SimForest","T03","T03_P3","T03_P3_2","Palaquium rostratum","Species","C",11.6,12.7
"SimForest","T03","T03_P4","T03_P4_3","Palaquium rostratum","Species","C",5.6,8
"SimForest","T03","T03_P5","T03_P5_4","Palaquium rostratum","Species","A",52.6,39.8
"SimForest","T03","T03_P3","T03_P3_5","Palaquium rostratum","Species","B",17.3,15.4
"SimForest","T03","T03_P5","T03_P5_1","Santiria laevigata","Species","C",15.4,15.2
"SimForest","T03","T03_P4","T03_P4_2","Santiria laevigata","Species","A",68.3,43.2
"SimForest","T03","T03_P2","T03_P2_1","Aglaia argentea","Species","C",12.8,11.9
"SimForest","T03","T03_P2","T03_P2_2","Aglaia argentea","Species","C",13.7,14.3
"SimForest","T03","T03_P4","T03_P4_1","Knema laurina","Species","C",11,11.1
"SimForest","T03","T03_P3","T03_P3_2","Knema laurina","Species","B",19.7,16
"SimForest","T03","T03_P5","T03_P5_3","Knema laurina","Species","C",9.3,11.4
"SimForest","T03","T03_P2","T03_P2_4","Knema laurina","Species","C",8.5,10
"SimForest","T03","T03_P5","T03_P5_5","Knema laurina","Species","B",25.9,18.3
"SimForest","T03","T03_P5","T03_P5_1","Horsfieldia irya","Species","C",12.5,12.2
"SimForest","T03","T03_P4","T03_P4_2","Horsfieldia irya","Species","B",29.5,20.4
"SimForest","T03","T03_P2","T03_P2_3","Horsfieldia irya","Species","A",69.3,49.8
"SimForest","T03","T03_P1","T03_P1_4","Horsfieldia irya","Species","C",12.4,11.9
"SimForest","T03","T03_P4","T03_P4_5","Horsfieldia irya","Species","A",62.9,40.1
"SimForest","T03","T03_P5","T03_P5_1","Litsea firma","Species","C",9.1,11
"SimForest","T03","T03_P2","T03_P2_2","Litsea firma","Species","B",18.4,17
"SimForest","T03","T03_P5","T03_P5_1","Baccaurea macrocarpa","Species","A",60,44.2
"SimForest","T03","T03_P5","T03_P5_2","Baccaurea macrocarpa","Species","C",9.3,9.6
"SimForest","T03","T03_P4","T03_P4_3","Baccaurea macrocarpa","Species","C",15.2,15.2
"SimForest","T03","T03_P4","T03_P4_4","Baccaurea macrocarpa","Species","B",24.5,21.3
"SimForest","T03","T03_P1","T03_P1_5","Baccaurea macrocarpa","Species","B",25,18.9
"SimForest","T03","T03_P1","T03_P1_6","Baccaurea macrocarpa","Species","C",9,10.7
"SimForest","T03","T03_P3","T03_P3_7","Baccaurea macrocarpa","Species","A",62.4,41.7
"SimForest","T03","T03_P3","T03_P3_8","Baccaurea macrocarpa","Species","C",7.4,9
"SimForest","T03","T03_P2","T03_P2_1","Garcinia parvifolia","Species","B",20.8,17.9
"SimForest","T03","T03_P1","T03_P1_1","Alstonia scholaris","Species","C",12.3,12.1
"SimForest","T03","T03_P2","T03_P2_1","Calophyllum inophyllum","Species","A",41.1,29.2
"SimForest","T03","T03_P2","T03_P2_2","Calophyllum inophyllum","Species","C",8.7,10.3
"SimForest","T03","T03_P5","T03_P5_1","Elateriospermum tapos","Species","B",25.8,19.2
"SimForest","T03","T03_P3","T03_P3_2","Elateriospermum tapos","Species","A",68.1,49.8
"SimForest","T03","T03_P1","T03_P1_3","Elateriospermum tapos","Species","C",15.4,12.8
"SimForest","T03","T03_P2","T03_P2_1","Eusideroxylon zwageri","Species","A",49.2,39.3
"SimForest","T03","T03_P4","T03_P4_2","Eusideroxylon zwageri","Species","A",52.7,35.2
"SimForest","T03","T03_P4","T03_P4_1","Intsia palembanica","Species","C",7,9.3
"SimForest","T03","T03_P1","T03_P1_2","Intsia palembanica","Species","C",8.3,10.1
"SimForest","T03","T03_P1","T03_P1_1","Mallotus paniculatus","Species","B",26,19.7
"SimForest","T03","T03_P2","T03_P2_2","Mallotus paniculatus","Species","B",25.9,20.8
"SimForest","T03","T03_P5","T03_P5_3","Mallotus paniculatus","Species","A",39.1,27.8
"SimForest","T03","T03_P3","T03_P3_4","Mallotus paniculatus","Species","C",6.8,9.1
"SimForest","T03","T03_P5","T03_P5_5","Mallotus paniculatus","Species","B",19.5,15.4
"SimForest","T03","T03_P5","T03_P5_6","Mallotus paniculatus","Species","C",10.6,10.9
"SimForest","T03","T03_P4","T03_P4_7","Mallotus paniculatus","Species","C",12.1,11.6
"SimForest","T03","T03_P3","T03_P3_1","Nephelium lappaceum","Species","B",21.7,16.1
"SimForest","T03","T03_P4","T03_P4_2","Nephelium lappaceum","Species","B",17.7,17.1
"SimForest","T03","T03_P3","T03_P3_1","Parkia speciosa","Species","B",29.6,25.2
"SimForest","T03","T03_P4","T03_P4_2","Parkia speciosa","Species","A",47.8,35.2
"SimForest","T03","T03_P5","T03_P5_3","Parkia speciosa","Species","A",68.2,50.6
"SimForest","T03","T03_P1","T03_P1_4","Parkia speciosa","Species","B",25.2,21.6
"SimForest","T03","T03_P1","T03_P1_5","Parkia speciosa","Species","A",39.7,32.5
"SimForest","T03","T03_P4","T03_P4_6","Parkia speciosa","Species","B",22.2,18.6
"SimForest","T03","T03_P4","T03_P4_7","Parkia speciosa","Species","C",11.7,12.5
"SimForest","T03","T03_P5","T03_P5_1","Vatica rassak","Species","C",10.5,11.5
"SimForest","T03","T03_P3","T03_P3_2","Vatica rassak","Species","C",5.6,8.7
"SimForest","T04","T04_P4","T04_P4_1","Shorea leprosula","Species","C",10.8,11.7
"SimForest","T04","T04_P4","T04_P4_2","Shorea leprosula","Species","C",13.4,14.2
"SimForest","T04","T04_P4","T04_P4_3","Shorea leprosula","Species","B",28.1,21.4
"SimForest","T04","T04_P5","T04_P5_4","Shorea leprosula","Species","C",8.9,10.2
"SimForest","T04","T04_P5","T04_P5_5","Shorea leprosula","Species","B",26.1,21.3
"SimForest","T04","T04_P4","T04_P4_6","Shorea leprosula","Species","C",15.8,16.1
"SimForest","T04","T04_P5","T04_P5_7","Shorea leprosula","Species","B",32,26.9
"SimForest","T04","T04_P5","T04_P5_8","Shorea leprosula","Species","A",74.7,56
"SimForest","T04","T04_P2","T04_P2_9","Shorea leprosula","Species","C",13.4,14
"SimForest","T04","T04_P2","T04_P2_1","Shorea parvifolia","Species","C",12.7,12.3
"SimForest","T04","T04_P1","T04_P1_1","Shorea acuminata","Species","C",6.7,9
"SimForest","T04","T04_P1","T04_P1_2","Shorea acuminata","Species","B",26.9,19.3
"SimForest","T04","T04_P1","T04_P1_3","Shorea acuminata","Species","C",7.3,9.4
"SimForest","T04","T04_P2","T04_P2_4","Shorea acuminata","Species","C",9.6,11.4
"SimForest","T04","T04_P5","T04_P5_5","Shorea acuminata","Species","C",8.5,10.5
"SimForest","T04","T04_P3","T04_P3_6","Shorea acuminata","Species","C",10,10.7
"SimForest","T04","T04_P2","T04_P2_1","Dipterocarpus alatus","Species","B",21.9,16.8
"SimForest","T04","T04_P1","T04_P1_2","Dipterocarpus alatus","Species","B",29.6,23.4
"SimForest","T04","T04_P3","T04_P3_3","Dipterocarpus alatus","Species","C",13.1,13
"SimForest","T04","T04_P2","T04_P2_4","Dipterocarpus alatus","Species","B",28.5,21.7
"SimForest","T04","T04_P3","T04_P3_5","Dipterocarpus alatus","Species","A",37.9,27.6
"SimForest","T04","T04_P5","T04_P5_1","Dipterocarpus caudatus","Species","C",9.2,10.3
"SimForest","T04","T04_P4","T04_P4_2","Dipterocarpus caudatus","Species","B",27.7,21.2
"SimForest","T04","T04_P1","T04_P1_3","Dipterocarpus caudatus","Species","C",15.6,15.2
"SimForest","T04","T04_P3","T04_P3_4","Dipterocarpus caudatus","Species","C",16.3,13.8
"SimForest","T04","T04_P2","T04_P2_5","Dipterocarpus caudatus","Species","C",8,10.2
"SimForest","T04","T04_P3","T04_P3_6","Dipterocarpus caudatus","Species","C",10.4,12
"SimForest","T04","T04_P4","T04_P4_7","Dipterocarpus caudatus","Species","A",48.7,37.3
"SimForest","T04","T04_P3","T04_P3_1","Hopea nervosa","Species","C",7.5,8.9
"SimForest","T04","T04_P1","T04_P1_2","Hopea nervosa","Species","C",14.1,14.8
"SimForest","T04","T04_P1","T04_P1_3","Hopea nervosa","Species","C",11.5,13
"SimForest","T04","T04_P1","T04_P1_1","Dryobalanops aromatica","Species","B",20.1,15.3
"SimForest","T04","T04_P3","T04_P3_2","Dryobalanops aromatica","Species","C",11.3,12.2
"SimForest","T04","T04_P3","T04_P3_3","Dryobalanops aromatica","Species","C",15.9,13.8
"SimForest","T04","T04_P1","T04_P1_4","Dryobalanops aromatica","Species","C",11.5,11.4
"SimForest","T04","T04_P5","T04_P5_5","Dryobalanops aromatica","Species","A",58.4,38.2
"SimForest","T04","T04_P3","T04_P3_1","Syzygium polyanthum","Species","B",32.6,23.4
"SimForest","T04","T04_P1","T04_P1_1","Syzygium claviflorum","Species","B",24.8,21.2
"SimForest","T04","T04_P5","T04_P5_2","Syzygium claviflorum","Species","C",14.4,13
"SimForest","T04","T04_P4","T04_P4_3","Syzygium claviflorum","Species","C",13.2,13.6
"SimForest","T04","T04_P2","T04_P2_1","Dacryodes rostrata","Species","C",15.5,13
"SimForest","T04","T04_P2","T04_P2_2","Dacryodes rostrata","Species","C",11.2,12.5
"SimForest","T04","T04_P2","T04_P2_3","Dacryodes rostrata","Species","A",42.4,33.4
"SimForest","T04","T04_P4","T04_P4_4","Dacryodes rostrata","Species","A",52.4,39.3
"SimForest","T04","T04_P2","T04_P2_5","Dacryodes rostrata","Species","C",11.5,10.8
"SimForest","T04","T04_P2","T04_P2_6","Dacryodes rostrata","Species","C",9.8,11.6
"SimForest","T04","T04_P1","T04_P1_7","Dacryodes rostrata","Species","A",48.7,38.8
"SimForest","T04","T04_P4","T04_P4_8","Dacryodes rostrata","Species","C",11.9,11.1
"SimForest","T04","T04_P1","T04_P1_9","Dacryodes rostrata","Species","B",27.8,23.4
"SimForest","T04","T04_P1","T04_P1_10","Dacryodes rostrata","Species","C",15.4,14.6
"SimForest","T04","T04_P2","T04_P2_1","Diospyros macrophylla","Species","C",8.1,10.2
"SimForest","T04","T04_P2","T04_P2_2","Diospyros macrophylla","Species","B",28.4,23.8
"SimForest","T04","T04_P4","T04_P4_3","Diospyros macrophylla","Species","B",26.6,23.5
"SimForest","T04","T04_P5","T04_P5_4","Diospyros macrophylla","Species","B",18.8,15.6
"SimForest","T04","T04_P3","T04_P3_1","Ficus benjamina","Species","C",16.4,14.4
"SimForest","T04","T04_P5","T04_P5_1","Ficus variegata","Species","C",11.2,12.7
"SimForest","T04","T04_P3","T04_P3_1","Artocarpus elasticus","Species","C",13.8,13.8
"SimForest","T04","T04_P1","T04_P1_2","Artocarpus elasticus","Species","C",9.8,10.6
"SimForest","T04","T04_P1","T04_P1_3","Artocarpus elasticus","Species","C",8.8,9.5
"SimForest","T04","T04_P4","T04_P4_1","Durio zibethinus","Species","C",7.7,10.3
"SimForest","T04","T04_P1","T04_P1_2","Durio zibethinus","Species","A",49.9,32.7
"SimForest","T04","T04_P4","T04_P4_1","Koompassia excelsa","Species","A",48.8,31.8
"SimForest","T04","T04_P3","T04_P3_2","Koompassia excelsa","Species","C",16.3,14.7
"SimForest","T04","T04_P4","T04_P4_3","Koompassia excelsa","Species","B",30.5,21.5
"SimForest","T04","T04_P2","T04_P2_4","Koompassia excelsa","Species","C",10.9,11.6
"SimForest","T04","T04_P2","T04_P2_5","Koompassia excelsa","Species","C",14.9,13.2
"SimForest","T04","T04_P3","T04_P3_1","Dyera costulata","Species","C",9.5,11.4
"SimForest","T04","T04_P3","T04_P3_2","Dyera costulata","Species","C",14.2,13.3
"SimForest","T04","T04_P5","T04_P5_3","Dyera costulata","Species","C",10.9,10.5
"SimForest","T04","T04_P3","T04_P3_4","Dyera costulata","Species","B",18.5,17.6
"SimForest","T04","T04_P3","T04_P3_1","Palaquium rostratum","Species","C",11.4,10.8
"SimForest","T04","T04_P1","T04_P1_2","Palaquium rostratum","Species","A",53.6,32
"SimForest","T04","T04_P2","T04_P2_3","Palaquium rostratum","Species","C",14.6,12.7
"SimForest","T04","T04_P1","T04_P1_1","Santiria laevigata","Species","C",15,15.2
"SimForest","T04","T04_P4","T04_P4_2","Santiria laevigata","Species","C",10.9,12.4
"SimForest","T04","T04_P1","T04_P1_3","Santiria laevigata","Species","C",9.8,10.2
"SimForest","T04","T04_P2","T04_P2_4","Santiria laevigata","Species","B",31.6,25.1
"SimForest","T04","T04_P3","T04_P3_5","Santiria laevigata","Species","B",19.9,16
"SimForest","T04","T04_P4","T04_P4_6","Santiria laevigata","Species","C",9.3,11
"SimForest","T04","T04_P4","T04_P4_7","Santiria laevigata","Species","C",7.5,9.4
"SimForest","T04","T04_P4","T04_P4_8","Santiria laevigata","Species","A",68,39.1
"SimForest","T04","T04_P5","T04_P5_1","Aglaia argentea","Species","B",30,20.9
"SimForest","T04","T04_P5","T04_P5_2","Aglaia argentea","Species","B",20.4,18.6
"SimForest","T04","T04_P5","T04_P5_1","Knema laurina","Species","C",10.7,10.9
"SimForest","T04","T04_P4","T04_P4_2","Knema laurina","Species","C",11.1,12.4
"SimForest","T04","T04_P2","T04_P2_3","Knema laurina","Species","C",8.2,10.3
"SimForest","T04","T04_P5","T04_P5_4","Knema laurina","Species","B",19.9,17.7
"SimForest","T04","T04_P3","T04_P3_5","Knema laurina","Species","B",24.8,21.3
"SimForest","T04","T04_P5","T04_P5_6","Knema laurina","Species","B",22.2,20.4
"SimForest","T04","T04_P4","T04_P4_7","Knema laurina","Species","B",21.3,19.4
"SimForest","T04","T04_P4","T04_P4_8","Knema laurina","Species","C",6.7,9.5
"SimForest","T04","T04_P1","T04_P1_1","Horsfieldia irya","Species","C",14.1,13.3
"SimForest","T04","T04_P3","T04_P3_2","Horsfieldia irya","Species","C",10.4,10.4
"SimForest","T04","T04_P4","T04_P4_3","Horsfieldia irya","Species","C",8.4,9.8
"SimForest","T04","T04_P1","T04_P1_4","Horsfieldia irya","Species","C",11.7,13.2
"SimForest","T04","T04_P3","T04_P3_5","Horsfieldia irya","Species","C",16.5,16.3
"SimForest","T04","T04_P4","T04_P4_1","Litsea firma","Species","C",8.5,10
"SimForest","T04","T04_P1","T04_P1_2","Litsea firma","Species","B",31.4,22.2
"SimForest","T04","T04_P1","T04_P1_3","Litsea firma","Species","A",51.1,33.9
"SimForest","T04","T04_P1","T04_P1_4","Litsea firma","Species","C",9.3,10.2
"SimForest","T04","T04_P5","T04_P5_5","Litsea firma","Species","C",13.2,13
"SimForest","T04","T04_P2","T04_P2_6","Litsea firma","Species","C",10,10.8
"SimForest","T04","T04_P1","T04_P1_7","Litsea firma","Species","B",25.8,18.3
"SimForest","T04","T04_P4","T04_P4_8","Litsea firma","Species","A",36.8,26.4
"SimForest","T04","T04_P3","T04_P3_9","Litsea firma","Species","B",19.5,17
"SimForest","T04","T04_P5","T04_P5_1","Baccaurea macrocarpa","Species","B",20.6,17.5
"SimForest","T04","T04_P3","T04_P3_2","Baccaurea macrocarpa","Species","C",8.4,10.5
"SimForest","T04","T04_P3","T04_P3_3","Baccaurea macrocarpa","Species","B",19.6,17.4
"SimForest","T04","T04_P3","T04_P3_4","Baccaurea macrocarpa","Species","C",7.3,8.8
"SimForest","T04","T04_P1","T04_P1_5","Baccaurea macrocarpa","Species","A",49.5,39.3
"SimForest","T04","T04_P5","T04_P5_1","Garcinia parvifolia","Species","C",13.7,11.9
"SimForest","T04","T04_P5","T04_P5_2","Garcinia parvifolia","Species","B",20.3,15.2
"SimForest","T04","T04_P4","T04_P4_3","Garcinia parvifolia","Species","B",28.6,24.5
"SimForest","T04","T04_P4","T04_P4_4","Garcinia parvifolia","Species","B",28.2,20.1
"SimForest","T04","T04_P4","T04_P4_5","Garcinia parvifolia","Species","C",15.3,13.7
"SimForest","T04","T04_P1","T04_P1_1","Alstonia scholaris","Species","C",13.2,13.3
"SimForest","T04","T04_P1","T04_P1_2","Alstonia scholaris","Species","C",16.2,13.8
"SimForest","T04","T04_P4","T04_P4_3","Alstonia scholaris","Species","C",10.5,11.3
"SimForest","T04","T04_P1","T04_P1_1","Calophyllum inophyllum","Species","C",15.4,15.1
"SimForest","T04","T04_P3","T04_P3_2","Calophyllum inophyllum","Species","C",7.5,9.4
"SimForest","T04","T04_P1","T04_P1_3","Calophyllum inophyllum","Species","C",7.7,9.7
"SimForest","T04","T04_P1","T04_P1_4","Calophyllum inophyllum","Species","C",10.6,11
"SimForest","T04","T04_P1","T04_P1_5","Calophyllum inophyllum","Species","B",24.7,17.6
"SimForest","T04","T04_P4","T04_P4_6","Calophyllum inophyllum","Species","B",20.3,16.6
"SimForest","T04","T04_P1","T04_P1_7","Calophyllum inophyllum","Species","C",10.3,11
"SimForest","T04","T04_P5","T04_P5_1","Elateriospermum tapos","Species","C",12.7,11.4
"SimForest","T04","T04_P1","T04_P1_2","Elateriospermum tapos","Species","A",73.5,49.8
"SimForest","T04","T04_P3","T04_P3_3","Elateriospermum tapos","Species","C",7.3,9.3
"SimForest","T04","T04_P4","T04_P4_4","Elateriospermum tapos","Species","B",25.6,22.6
"SimForest","T04","T04_P1","T04_P1_5","Elateriospermum tapos","Species","A",61.5,45.3
"SimForest","T04","T04_P1","T04_P1_6","Elateriospermum tapos","Species","B",28.3,20.7
"SimForest","T04","T04_P5","T04_P5_7","Elateriospermum tapos","Species","C",10.3,12.1
"SimForest","T04","T04_P1","T04_P1_8","Elateriospermum tapos","Species","B",26.1,18.3
"SimForest","T04","T04_P2","T04_P2_1","Eusideroxylon zwageri","Species","B",20.9,17.5
"SimForest","T04","T04_P1","T04_P1_2","Eusideroxylon zwageri","Species","C",8.6,11
"SimForest","T04","T04_P2","T04_P2_3","Eusideroxylon zwageri","Species","B",28.6,20.9
"SimForest","T04","T04_P1","T04_P1_4","Eusideroxylon zwageri","Species","C",14.6,13.9
"SimForest","T04","T04_P3","T04_P3_5","Eusideroxylon zwageri","Species","C",14.6,13.9
"SimForest","T04","T04_P4","T04_P4_6","Eusideroxylon zwageri","Species","C",15.6,15.9
"SimForest","T04","T04_P4","T04_P4_1","Macaranga gigantea","Species","B",30.1,21.7
"SimForest","T04","T04_P4","T04_P4_2","Macaranga gigantea","Species","B",30.1,23.3
"SimForest","T04","T04_P5","T04_P5_3","Macaranga gigantea","Species","B",24.9,19.4
"SimForest","T04","T04_P5","T04_P5_4","Macaranga gigantea","Species","C",9.2,10.9
"SimForest","T04","T04_P3","T04_P3_5","Macaranga gigantea","Species","C",13,12
"SimForest","T04","T04_P1","T04_P1_6","Macaranga gigantea","Species","C",12.3,12.5
"SimForest","T04","T04_P3","T04_P3_7","Macaranga gigantea","Species","A",70.7,45.3
"SimForest","T04","T04_P4","T04_P4_1","Mallotus paniculatus","Species","C",13.1,12
"SimForest","T04","T04_P3","T04_P3_2","Mallotus paniculatus","Species","C",15.8,15.2
"SimForest","T04","T04_P3","T04_P3_3","Mallotus paniculatus","Species","C",14.6,13.1
"SimForest","T04","T04_P4","T04_P4_4","Mallotus paniculatus","Species","A",50.6,36.1
"SimForest","T04","T04_P5","T04_P5_5","Mallotus paniculatus","Species","B",22.4,18
"SimForest","T04","T04_P5","T04_P5_6","Mallotus paniculatus","Species","C",15.3,13
"SimForest","T04","T04_P5","T04_P5_7","Mallotus paniculatus","Species","B",28.1,21.4
"SimForest","T04","T04_P3","T04_P3_8","Mallotus paniculatus","Species","A",63.8,46.1
"SimForest","T04","T04_P2","T04_P2_1","Nephelium lappaceum","Species","C",9.7,11.5
"SimForest","T04","T04_P4","T04_P4_2","Nephelium lappaceum","Species","A",62.6,43.2
"SimForest","T04","T04_P4","T04_P4_3","Nephelium lappaceum","Species","C",12.8,11.7
"SimForest","T04","T04_P3","T04_P3_4","Nephelium lappaceum","Species","C",6.7,8.4
"SimForest","T04","T04_P3","T04_P3_1","Parkia speciosa","Species","B",28,22.1
"SimForest","T04","T04_P5","T04_P5_2","Parkia speciosa","Species","C",8.7,10.3
"SimForest","T04","T04_P1","T04_P1_3","Parkia speciosa","Species","C",10.9,12.2
"SimForest","T04","T04_P2","T04_P2_4","Parkia speciosa","Species","A",69,46.5
"SimForest","T04","T04_P3","T04_P3_5","Parkia speciosa","Species","C",15,15.1
"SimForest","T04","T04_P2","T04_P2_6","Parkia speciosa","Species","C",13,12.8
"SimForest","T04","T04_P3","T04_P3_1","Vatica rassak","Species","B",31.8,23.8
"SimForest","T04","T04_P1","T04_P1_2","Vatica rassak","Species","B",25.9,21
"SimForest","T04","T04_P3","T04_P3_3","Vatica rassak","Species","B",24.3,19.8
"SimForest","T04","T04_P4","T04_P4_4","Vatica rassak","Species","B",22.8,18.5
"SimForest","T04","T04_P4","T04_P4_5","Vatica rassak","Species","C",8.4,9.7
"SimForest","T04","T04_P1","T04_P1_6","Vatica rassak","Species","B",22.8,20.3
"SimForest","T04","T04_P4","T04_P4_7","Vatica rassak","Species","B",25.7,18
"SimForest","T04","T04_P1","T04_P1_8","Vatica rassak","Species","C",8.4,10.7
"SimForest","T04","T04_P5","T04_P5_9","Vatica rassak","Species","A",51.4,35.6
"SimForest","T04","T04_P1","T04_P1_10","Vatica rassak","Species","C",11.1,11
"SimForest","T04","T04_P1","T04_P1_11","Vatica rassak","Species","C",13.7,12.1
"SimForest","T05","T05_P1","T05_P1_1","Shorea leprosula","Species","C",7.6,8.8
"SimForest","T05","T05_P2","T05_P2_2","Shorea leprosula","Species","C",14.6,12.4
